TS Product Code,Product Brand Name,Part Name,Part Name Type,Supplier Copy,Toolstation Catalogue Copy,Toolstation Web Copy,Application Method,Colour Family,Colour Name,Content Volume,Coverage,Dilutable,Drying Time,Finish,Interior Or Exterior Use,Liquid Base,Recoat Time,Recommended Number Of Coats,Showerproof Ready,Substrate,Suitable For,Touch Dry
63025,Dulux Trade,Dulux Trade Eggshell Paint Orchid White,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>For a tough and durable finish on wooden or metal surfaces indoors, this Orchid White Dulux Trade Eggshell paint is the perfect choice. Application with a brush or roller is easy, and it leaves a mid-sheen finish that stands the test of time.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Eggshell paint is self-undercoating - no undercoat is required, unless you're planning a strong colour change. The solvent-based paint is recoatable within 24 hours, offering impressive coverage of up to 17m² per litre to make sure each tin goes further.<lt/>/p<gt/><lt/>p<gt/>Two full coats of Dulux Trade Eggshell paint should be enough to complete the job, but additional coats may be needed if there's a significant colour change.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable after 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on interior wood and metal surfaces<lt/>/p<gt/><lt/>p<gt/>• Solvent-based paint for a tough and durable mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• Undercoat not needed unless a strong colour change is required<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 85m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,5000 ml,,,,Egg Shell,Interior Use,,,,,,,
63547,Crown,Crown Easyclean Bathroom Emulsion,Pure Brilliant White 2.5L,,,,,White,White,2.5 l,,,,,,,,,,,,
63548,Dulux Trade,Dulux Trade Colour Sampler Paint Apple White,250ml,,,"<lt/>p<gt/>Unsure if this is exactly the right colour for your latest project? Try this Apple White Dulux Trade Colour Sampler first - it's a small 250ml tin to be used as a colour tester on interior walls or ceilings.<lt/>/p<gt/><lt/>p<gt/>Colour Sampler should be tested with a clean brush only and, if you want to try a second coat, leave two hours between them. Samples come in a matt finish and are for colour checks only - they should not be used as a touch-up paint.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Small sampler tin of water-based paint with a matt finish<lt/>/p<gt/><lt/>p<gt/>• For testing the colour on interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Coverage of 2m² per litre<lt/>/p<gt/><lt/>p<gt/>• Apply one or two coats using a clean brush<lt/>/p<gt/><lt/>p<gt/>• Allow two hours between coats<lt/>/p<gt/><lt/>p<gt/>• Not to be used as touch-up paint<lt/>/p<gt/><lt/>p<gt/>• Samplers are for colour checks only - they don't represent the quality, sheen or finish of the paint<lt/>/p<gt/>",,,Lime,250 ml,,,,Matt,Interior Use,,,,,,,
60818,Dulux Trade,Dulux Trade High Gloss Paint Fresh Stem,1L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Looking for a tough and durable high gloss finish? This solvent-based Fresh Stem Dulux Trade High Gloss paint offers excellent flow on interior and exterior wood or metal surfaces. It's so easy to apply with a brush or roller, guaranteeing superb coverage and a long-lasting shine.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade High Gloss leaves an incredibly shiny finish that is certain to make a big statement. A great choice for doors and trims in particular, it will add a whole new dimension to any room and will continue to look its best for a long time to come.<lt/>/p<gt/><lt/>p<gt/>For most standard decorating jobs, you'll need a coat of appropriately-coloured Dulux Trade Undercoat followed by one or two coats of Dulux Trade High Gloss to get the job done to the highest standard.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 18m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable after 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on wood or metal surfaces - indoors and outdoors<lt/>/p<gt/><lt/>p<gt/>• Solvent-based paint offers an excellent flow<lt/>/p<gt/><lt/>p<gt/>• Tough and durable high gloss finish for surfaces<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 18m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Lime,1000 ml,,,,Gloss,Exterior Use,,,,,,,
65436,Dulux Trade,Dulux Trade Diamond Eggshell Paint Grey Wisp,1L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage and easy application with a tough and durable finish, this Grey Wisp Dulux Trade Diamond Eggshell paint excels on interior walls and ceilings. The colour and smooth, mid-sheen finish ensure a professional job that will transform any room.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Diamond Eggshell is the perfect choice for walls in busy areas that require regular cleaning. It contains unique stain-repellent technology and is also highly resistant to scuffs and scrubbing. This wipeable finish ensures surfaces are easy to clean, keeping that freshly-painted look for even longer.<lt/>/p<gt/><lt/>p<gt/>The paint also contains anti-fade technology to ensure this colour stands the test of time. Before use, surfaces should be mist-coated with an appropriate Dulux Trade product. Usually, two full coats of Diamond Eggshell will finish the job, but additional coats may be required for significant colour changes.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for interior use on plaster and masonry<lt/>/p<gt/><lt/>p<gt/>• Tough and cleanable emulsion for a smooth, even mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology for a longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Extremely durable - scrub, scuff and stain-resistant<lt/>/p<gt/><lt/>p<gt/>• Wipeable finish stands up to repeated cleaning<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Class 1 ISO 11998 and Type C BS 7719 scrub ratings<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 16m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,1000 ml,,,,Egg Shell,Interior Use,,,,,,,
65901,Dulux Trade,Dulux Trade Weathershield Smooth Masonry Paint County Cream,5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Want a high-quality, decorative coating for your outdoor walls? When you use this County Cream Dulux Trade Weathershield Smooth Masonry paint, you'll be sure of an attractive and professional finish that's protected against the weather for up to 15 years.<lt/>/p<gt/><lt/>p<gt/>Formulated for pro use, Dulux Trade Weathershield Smooth Masonry offers excellent opacity and is easy to apply using a brush, roller or spray. The new-and-improved formula prevents the growth of mould and algae within the paint film, keeping it cleaner for longer, while anti-fade technology maintains a long-lasting colour.<lt/>/p<gt/><lt/>p<gt/>New or bare surfaces can be sealed with a thinned coat (up to 1 part clean water to 5 parts paint). You'll then usually finish the job with two full coats, but one coat may be sufficient on previously-painted surfaces that are of a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Ultra-fast touch-dry time of just 30 minutes<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours, depending on temperature or humidity<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller, airless spray or conventional spray<lt/>/p<gt/><lt/>p<gt/>• A high-quality decorative coating for exterior walls<lt/>/p<gt/><lt/>p<gt/>• Keeps painted surfaces cleaner and smarter for longer<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology ensures longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Offers up to 15 years of weather protection - BBA-approved<lt/>/p<gt/><lt/>p<gt/>• New and improved formula inhibits growth of mould and algae<lt/>/p<gt/><lt/>p<gt/>• Excellent opacity - smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 5L tin - total coverage of up to 80m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,Yellow,Yellow,5000 ml,,,,Smooth,Exterior Use,,,,,,,
66949,Dulux Trade,Dulux Trade Vinyl Silk Paint Almond White,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>The tough, mid-sheen finish of this Almond White Dulux Trade Vinyl Silk paint is certain to transform any room. It's a top-quality, washable emulsion formulated with unique AkzoNobel technology to ensure the smartest and most professional job, every time.<lt/>/p<gt/><lt/>p<gt/>Because it's water-based, Dulux Trade Vinyl Silk can be applied easily with a brush, roller or spray. It's perfect for all normal interior walls or ceilings but, in kitchens and bathrooms where condensation is a problem, a Dulux Trade Diamond Eggshell finish is more suitable.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Vinyl Silk offers a generous coverage of up to 16m² per litre. You'll usually need two full coats of this paint to finish the job. However, one coat may be sufficient if the previously-painted surface is a similar colour and in good condition.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in just 2-4 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Suitable for all normal interior walls and ceilings<lt/>/p<gt/><lt/>p<gt/>• Top-quality, washable emulsion providing a tough, mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• High opacity for smart and professional coverage<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 40m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,White,White,2500 ml,,,,Silk,Interior Use,,,,,,,
67007,Dulux Trade,Dulux Trade Diamond Matt Paint Pebble Shore,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage and simple application with a tough, durable and easy-clean finish, this Pebble Shore Dulux Trade Diamond Matt paint will transform any room. The matt finish absorbs light rather than reflecting it, which is great for hiding imperfections on surfaces while creating a warm, smooth and uniform look.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Diamond Matt is an ideal choice for walls in busy areas that require regular cleaning. It contains unique stain-repellent technology and is also highly resistant to scuffs and scrubbing. This wipeable finish ensures surfaces are easy to clean, keeping that freshly-painted look for even longer.<lt/>/p<gt/><lt/>p<gt/>The paint also contains anti-fade technology to ensure this colour stands the test of time. New or bare surfaces should be prepped with an appropriate Dulux Trade product, and two full coats should be enough to finish the job - additional coats may be required for significant colour changes.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Tough and cleanable emulsion for a smooth, even matt finish<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology for a longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Extremely durable - scrub, scuff and stain-resistant<lt/>/p<gt/><lt/>p<gt/>• Tough, wipeable finish stands up to repeated cleaning<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Class 1 ISO 11998 and Type C BS 7719 scrub ratings<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 40m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,2500 ml,,,,Matt,Interior Use,,,,,,,
69495,Crown,Crown Easyclean Kitchen Emulsion,Pure Brilliant White 2.5,,,,,White,White,2.5 l,,,,,,,,,,,,
72171,Dulux Trade,Dulux Trade Eggshell Paint Goosewing,1L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>For a tough and durable finish on wooden or metal surfaces indoors, this Goosewing Dulux Trade Eggshell paint is the perfect choice. Application with a brush or roller is easy, and it leaves a mid-sheen finish that stands the test of time.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Eggshell paint is self-undercoating - no undercoat is required, unless you're planning a strong colour change. The solvent-based paint is recoatable within 24 hours, offering impressive coverage of up to 17m² per litre to make sure each tin goes further.<lt/>/p<gt/><lt/>p<gt/>Two full coats of Dulux Trade Eggshell paint should be enough to complete the job, but additional coats may be needed if there's a significant colour change.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Excellent coverage of up to 17m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time of 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Recoatable after 16-24 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush or roller only<lt/>/p<gt/><lt/>p<gt/>• Suitable for use on interior wood and metal surfaces<lt/>/p<gt/><lt/>p<gt/>• Solvent-based paint for a tough and durable mid-sheen finish<lt/>/p<gt/><lt/>p<gt/>• Undercoat not needed unless a strong colour change is required<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 1L tin - total coverage of up to 17m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Cool Neutral,1000 ml,,,,Egg Shell,Interior Use,,,,,,,
70612,Dulux Trade,Dulux Trade Diamond Matt Paint Egyptian Cotton,2.5L,,,"<lt/>p<gt/><lt/>strong<gt/>This Dulux Trade paint is mixed to order, non-returnable and non-refundable. Unsure if it's the right colour for you? Colour samplers are available to buy first.<lt/>/strong<gt/><lt/>/p<gt/><lt/>p<gt/>Combining excellent coverage and simple application with a tough, durable and easy-clean finish, this Egyptian Cotton Dulux Trade Diamond Matt paint will transform any room. The matt finish absorbs light rather than reflecting it, which is great for hiding imperfections on surfaces while creating a warm, smooth and uniform look.<lt/>/p<gt/><lt/>p<gt/>Dulux Trade Diamond Matt is an ideal choice for walls in busy areas that require regular cleaning. It contains unique stain-repellent technology and is also highly resistant to scuffs and scrubbing. This wipeable finish ensures surfaces are easy to clean, keeping that freshly-painted look for even longer.<lt/>/p<gt/><lt/>p<gt/>The paint also contains anti-fade technology to ensure this colour stands the test of time. New or bare surfaces should be prepped with an appropriate Dulux Trade product, and two full coats should be enough to finish the job - additional coats may be required for significant colour changes.<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>• Coverage of up to 16m² per litre<lt/>/p<gt/><lt/>p<gt/>• Normal finishing process of two full coats<lt/>/p<gt/><lt/>p<gt/>• Recoatable in 4-6 hours<lt/>/p<gt/><lt/>p<gt/>• Easy to apply by brush, roller or spray<lt/>/p<gt/><lt/>p<gt/>• Tough and cleanable emulsion for a smooth, even matt finish<lt/>/p<gt/><lt/>p<gt/>• Anti-fade technology for a longer-lasting colour<lt/>/p<gt/><lt/>p<gt/>• Extremely durable - scrub, scuff and stain-resistant<lt/>/p<gt/><lt/>p<gt/>• Tough, wipeable finish stands up to repeated cleaning<lt/>/p<gt/><lt/>p<gt/>• Touch-dry time dependent on temperature and humidity<lt/>/p<gt/><lt/>p<gt/>• Class 1 ISO 11998 and Type C BS 7719 scrub ratings<lt/>/p<gt/><lt/>p<gt/>• Supplied in a 2.5L tin - total coverage of up to 40m²<lt/>/p<gt/><lt/>p<gt/><lt/>br<gt/><lt/>/p<gt/><lt/>p<gt/>Paint colour may vary slightly on screen, depending on the resolution and settings of your mobile, laptop or tablet.<lt/>/p<gt/>",,,Warm Neutral,2500 ml,,,,Matt,Interior Use,,,,,,,
